barcode,length,width,height
31918923,23.0,22.0,3.5
31919722,36.0,9.0,0.5
31919739,21.5,14.5,2.0
31919746,21.5,14.5,2.0
31973366,12.5,10.5,1.5
31979535,12.0,10.0,2.0
31994231,15.0,10.0,6.0
31994248,11.0,2.5,10.0
31994255,20.0,17.0,7.0
31994361,16.0,9.0,4.0
31994460,15.0,8.0,7.0
3204,21.0,11.5,3.5
3206,21.5,12.0,4.0
3207,21.5,12.0,4.0
3212,21.5,12.5,4.0
3233080065134,13.0,1.0,17.0
3233563522437,19.0,13.0,2.0
3236,21.5,13.5,4.5
3237,21.0,15.0,12.0
3238,12.5,12.5,4.0
3245676486773,24.0,13.5,0.2
3260025055035,12.0,10.0,1.0
3262019991961,30.5,4.5,4.0
3262019991985,30.5,4.5,3.5
3262019991992,30.5,4.5,3.5
3262647861216,8.0,8.0,6.8
3262647861223,8.0,8.0,6.5
3267891456102,11.0,11.0,0.3
3270220002758,20.0,14.0,0.5
3270220002765,20.0,18.0,0.5
3280250001942,38.0,9.5,28.0
3280250003625,31.0,15.0,45.0
3280250005841,38.5,26.0,58.5
3280250006800,20.0,20.0,30.0
3280250008040,23.0,23.0,23.0
3280250012313,15.0,25.0,38.5
3280250013891,59.0,30.0,25.0
3280250032694,38.0,9.5,28.0
333256985225,13.0,9.0,1.0
34000114801,15.5,6.5,1.0
340520,12.0,3.0,2.0
3413855644119,40.5,21.5,6.5
3417766004031,25.0,7.7,27.7
345020,20.0,6.0,1.0
3456789063519,32.0,30.0,1.0
3456789111456,20.0,16.0,0.8
3467452002285,12.5,4.5,15.5
3467452005507,30.0,10.0,10.0
3467452030189,10.5,5.0,17.0
3467452030325,15.5,10.0,4.0
3467452030349,19.0,10.0,4.5
3467452030622,18.5,10.0,4.0
3467452031742,23.5,15.0,4.0
3467452034422,30.0,10.0,10.0
3467452035832,10.5,3.6,15.5
3467452037713,10.5,3.5,10.5
3467452037744,10.5,4.5,15.5
3467452037928,15.5,10.5,4.0
3467452038192,15.5,10.5,3.5
3467452038482,26.5,19.0,18.5
3467452039243,15.5,12.5,3.0
3467452042410,11.0,4.7,27.0
3467452043585,27.0,19.0,18.0
3467452049037,18.0,14.0,5.0
3467452050149,10.5,4.5,15.0
3467452051290,30.5,10.0,10.0
3467452053416,30.0,10.0,10.0
34689543886,31.0,26.0,0.1
34689660903,21.5,17.0,8.0
3500812225808,34.0,19.0,2.5
3501170743966,12.5,2.0,9.5
3501170810903,19.0,6.0,2.5
3501170811016,19.0,9.5,2.0
3501170907429,2.5,2.5,12.0
3501170907436,2.5,2.5,12.0
3501170962152,18.5,2.5,19.5
3501178491111,19.0,7.5,2.0
3501178849530,19.5,9.5,1.5
3501179562926,23.0,22.0,3.0
3501179858579,19.0,6.0,2.0
3501179858715,6.2,2.0,21.0
3501179860046,19.5,6.1,1.3
3501179876801,19.5,9.5,1.5
3526875125180,6.5,3.5,9.0
3526875125188,9.5,9.0,1.0
3609510540036,15.0,6.0,24.0
3609510540043,15.0,6.0,24.0
3609510540067,15.0,5.8,24.0
3609510540074,15.0,6.0,24.0
3609510550660,18.0,15.0,2.0
36101061,26.0,13.0,7.0
36280063,7.0,5.0,3.5
3637444,43.0,36.0,1.0
3660388001227,14.0,11.5,0.7
36807604,19.0,9.0,2.0
36888757,24.0,8.0,4.0
36900800,12.0,2.5,2.5
36912803,18.5,14.0,5.5
36920167,35.0,9.0,3.0
36988976,53.0,14.0,3.0
37001179,11.0,11.0,11.0
37003357,18.5,10.5,0.5
3700393607080,10.5,10.0,1.5
3700393607097,11.0,9.0,0.5
37004101,28.0,22.0,2.5
37004316,31.0,27.0,18.0
37004361,22.5,15.0,1.0
37004897,5.5,5.5,5.5
37005047,16.5,16.5,2.0
37005054,7.5,7.5,13.5
37005058,24.0,15.0,0.5
37005061,23.0,23.0,1.8
37005122,24.0,13.0,1.5
37100551,16.5,6.0,2.5
37100599,5.0,5.0,12.5
37101435,12.0,5.0,4.0
37102449,4.0,4.0,11.5
37102463,8.0,7.5,2.0
37102593,27.0,12.0,1.0
37102609,24.0,9.0,5.0
37102838,180.0,15.0,5.0
37103057,13.0,10.0,3.0
37200473,22.5,11.0,0.5
37200565,24.0,10.0,4.0
37200572,23.0,20.5,1.5
37200749,19.0,15.0,0.3
37200886,20.0,14.0,2.5
37200961,14.0,7.5,0.5
37202408,33.0,20.0,2.0
37202736,14.5,7.0,2.0
37203054,34.5,6.0,2.0
37203719,14.0,9.0,2.5
37203801,30.0,10.0,1.0
37204280,12.0,12.0,9.0
37204341,13.5,10.0,2.0
37204990,31.0,20.0,2.0
37205669,34.0,20.0,1.5
37205881,36.0,17.0,4.0
37205935,25.5,23.0,10.0
37205942,22.5,22.5,3.0
37206024,70.0,12.0,0.2
37206130,27.0,22.5,4.0
37206543,22.5,22.5,2.5
37206550,7.5,7.5,13.2
37206567,16.5,16.5,1.5
37206673,16.5,12.0,3.0
37206697,20.0,14.0,3.0
37206819,24.0,12.0,6.0
37206918,20.5,20.0,0.1
37206932,30.0,24.0,2.0
37206963,39.0,34.0,0.1
37207052,16.5,10.7,1.5
37207076,20.0,10.0,2.0
37207274,27.0,12.0,2.0
37207304,31.0,10.0,3.0
37207373,20.0,10.0,2.0
37207380,18.0,10.0,2.0
37207397,16.0,40.0,0.3
37207588,24.0,15.5,2.0
37207595,23.0,14.0,8.9
37207601,20.5,12.0,2.5
37207625,37.5,20.0,2.0
37207670,36.0,26.0,0.5
37207694,23.0,23.0,2.0
37207700,7.5,7.5,13.0
37207717,16.5,16.5,2.0
37207724,35.5,27.0,1.5
37207748,33.0,17.5,0.2
37208097,19.0,10.0,2.0
37208127,30.0,22.0,2.0
37208189,22.5,22.5,2.5
37208196,7.0,7.0,13.0
37208219,36.0,27.0,1.5
37208226,38.0,20.0,0.3
37208271,20.7,20.7,2.5
37208288,7.5,7.5,13.0
37208295,16.5,16.5,2.0
37208301,35.5,27.0,1.5
37208318,40.0,21.0,0.5
37208431,11.0,10.0,2.0
37208448,10.5,10.0,1.0
37208455,46.0,25.0,2.0
37208486,16.0,10.0,2.5
37208547,22.5,22.5,2.0
37208561,7.0,7.0,13.0
37208578,22.5,22.5,2.5
37208585,17.0,17.0,1.5
37208592,7.5,7.5,13.5
37208608,22.5,22.5,2.5
37208615,16.5,16.5,1.5
37208622,14.0,13.5,4.5
37208769,24.0,3.5,30.0
37208783,14.0,7.5,1.5
37208813,30.5,23.5,3.0
37208868,35.0,29.0,2.0
37208875,15.0,7.5,2.0
37208899,17.0,17.0,9.0
37208967,28.0,10.0,2.0
37208974,16.0,10.0,3.0
37209063,22.5,15.0,1.0
37209315,30.0,12.0,3.0
37209407,26.5,14.5,0.6
37209599,22.0,15.0,0.5
37209636,32.0,20.0,2.0
37209667,21.5,14.0,3.0
37209735,35.0,30.0,0.5
37209773,7.0,7.0,13.5
37209780,23.0,23.0,2.3
37209797,16.5,17.0,1.5
37209933,13.5,10.0,1.0
37209988,13.5,10.0,2.5
37209995,38.5,20.0,0.3
37210045,23.0,22.5,1.0
37210083,32.5,22.5,3.0
37210090,7.5,7.5,13.0
37210403,22.7,14.0,1.0
37210458,28.5,30.0,2.0
37210472,16.0,10.0,2.0
37210564,10.0,1.5,21.5
37210595,19.0,10.0,1.5
37210663,29.0,14.0,0.5
37210670,7.5,7.5,13.5
37210687,22.5,22.5,2.5
37210700,32.0,19.0,2.0
37210724,22.5,22.5,2.3
37210731,7.5,7.5,13.0
37210748,19.5,17.0,0.6
37210830,16.5,16.5,1.5
37210854,36.5,19.0,1.5
37211028,11.0,10.0,1.5
37211042,11.5,10.0,1.5
37211080,25.0,10.0,2.0
37211110,16.0,12.0,5.0
37211158,23.0,23.0,4.0
37211165,7.7,7.7,13.0
37211189,28.5,20.0,0.3
37211196,29.0,18.0,0.2
37211202,21.0,18.5,1.0
37211318,29.0,18.0,0.2
37211325,37.0,20.0,0.2
37211356,16.5,16.5,1.5
37211448,25.0,20.5,1.0
37211462,23.0,23.0,2.0
37211486,16.5,16.5,1.5
37211509,6.0,6.0,29.5
37211622,32.0,18.0,2.0
37211639,32.0,18.5,1.5
37211806,29.5,18.2,0.2
37211813,16.5,16.5,1.5
37211820,16.5,16.5,1.0
37300241,19.0,8.0,0.5
37300364,18.5,12.0,1.5
37300890,15.0,12.0,2.0
37300906,11.5,8.5,2.0
37300913,11.0,9.0,3.0
37301163,11.0,8.5,2.0
37301514,16.0,10.0,1.5
37301576,11.5,8.5,0.5
37301750,14.5,10.0,4.0
37301781,11.5,10.0,2.5
37301811,10.0,10.0,1.5
37302047,10.0,7.0,4.0
37302054,6.0,4.0,10.0
37302061,7.5,4.0,10.0
37401030,6.0,6.0,29.0
37401054,7.5,6.0,13.0
37402884,15.0,12.0,4.0
37403010,20.0,20.0,0.8
37403829,16.0,12.0,1.5
37403843,9.0,8.0,5.0
37403904,10.0,6.0,5.0
37404062,18.0,8.0,5.0
37404321,30.5,17.0,1.5
37404338,28.0,20.0,0.3
37404420,17.0,12.0,2.0
37404444,24.5,19.0,0.3
37404512,7.5,7.5,13.0
37404581,33.5,6.5,0.3
37404666,16.0,10.0,6.0
37404680,17.0,7.0,3.5
37404741,18.0,12.0,1.5
37404994,13.7,16.0,0.2
37405083,22.5,22.5,2.0
37405281,17.0,6.5,10.0
37405434,25.0,21.0,2.0
37405557,27.0,17.0,1.5
37405724,32.0,18.5,2.0
37405779,19.0,10.0,0.5
37406318,36.0,36.0,0.2
37407087,17.5,16.5,1.5
37407414,13.5,13.5,26.5
37407452,27.0,14.0,1.0
37500030,23.0,18.0,4.0
37500771,74.0,40.0,8.0
37503260,19.0,3.5,25.0
37600679,6.0,5.5,7.4
37601140,6.0,6.0,7.5
37601539,20.0,4.0,0.5
37602543,26.0,23.0,1.0
37602789,19.0,11.5,6.0
37602826,19.5,0.8,21.0
37700997,16.0,12.0,0.4
37701154,5.0,5.0,4.5
37701697,17.0,14.0,2.0
37701857,5.0,5.0,4.5
37701901,12.0,12.0,1.5
37702090,16.0,9.5,0.5
37702816,10.0,8.0,1.0
37702861,19.0,3.0,2.0
37702878,20.0,6.0,4.5
37703042,6.5,6.5,0.5
37703202,13.0,10.0,1.0
37703233,16.0,12.0,4.0
37703240,14.0,10.0,1.0
37703271,14.0,10.0,1.0
37703288,11.0,10.0,2.0
37703301,14.0,10.0,1.0
37703318,14.5,10.5,1.0
37703349,12.0,10.0,1.0
37703400,20.0,14.0,3.0
37704087,19.5,15.0,4.0
37704209,19.0,10.0,0.3
37704285,17.5,8.0,2.0
37704308,11.0,5.0,17.5
37704407,13.9,10.0,0.5
37704414,24.0,10.0,4.0
37704421,12.0,7.5,1.0
37704438,10.5,12.0,1.8
37704452,28.0,20.5,0.5
37704698,35.0,9.5,1.0
37704704,35.0,10.0,0.5
37704711,12.0,1.0,20.5
37704827,19.5,1.0,20.0
37704933,24.0,14.0,0.2
37704971,13.0,12.0,2.0
37705015,20.0,0.4,27.0
37705039,10.0,9.5,0.5
37705046,13.0,10.0,1.0
37705152,10.0,9.0,1.5
37705183,10.0,11.5,1.0
37705251,20.0,0.5,23.5
37705312,19.0,6.8,0.5
37705404,14.0,10.0,0.5
37705497,11.5,10.0,2.0
37705503,11.0,10.0,0.5
37705794,20.0,4.5,3.0
37705800,21.0,6.0,4.0
37705992,13.5,10.0,1.0
37706005,14.0,10.0,0.6
37800352,12.0,9.0,3.0
37800468,28.0,10.0,17.0
37900519,18.0,16.4,3.0
37900557,15.0,9.0,2.0
37900908,32.0,8.0,3.0
37901035,17.0,17.0,4.0
37901530,31.0,11.5,2.5
37901578,22.0,18.0,3.0
37901714,25.0,19.5,12.0
37901998,21.5,10.2,2.0
37902094,20.5,12.5,3.0
37902681,48.0,6.0,0.2
37904999,28.5,21.0,2.5
37905002,13.5,9.0,1.5
37905644,15.0,9.0,2.0
37905699,21.0,9.5,3.0
37905804,22.0,15.0,10.0
37906245,32.0,22.0,1.0
37906283,5.0,5.0,78.0
37906320,5.5,5.5,5.5
37906344,12.0,11.0,3.0
37906351,13.0,11.0,3.0
37906399,32.0,21.0,2.5
37906412,32.0,21.0,2.0
37906511,17.0,9.0,5.0
37906573,14.0,7.2,2.0
37906740,16.0,9.0,1.5
37906764,19.0,12.0,3.5
37907358,24.0,19.0,5.0
37907778,15.0,14.0,4.0
37907785,15.0,14.5,3.0
37907969,33.0,10.0,3.0
37908249,42.5,9.5,7.0
37908294,60.0,50.0,3.0
37908522,25.5,21.0,2.0
37908744,7.5,5.0,10.0
37908782,20.0,14.0,0.3
37908843,22.5,15.5,1.5
37908850,22.5,15.0,1.5
37908881,14.5,14.0,3.5
37908898,22.0,14.0,0.5
37908935,19.5,13.5,0.3
37908942,19.5,14.0,0.3
37909246,15.0,10.0,0.2
37909390,8.0,8.0,11.0
37909413,11.0,6.0,4.0
37909673,20.0,14.0,0.4
37909840,24.0,19.0,5.0
37910129,25.0,15.0,2.0
37910143,2.2,2.2,7.8
37910297,17.0,12.5,4.0
37910310,10.0,2.0,15.0
37910426,16.5,10.0,2.0
37910549,19.5,14.5,0.3
37910693,5.5,5.5,15.0
3800020435670,15.0,4.0,2.0
38000270,16.0,5.0,0.5
38002779,7.0,5.5,2.0
38002809,25.0,6.0,1.5
38003226,26.0,7.0,0.5
3810331802603,41.0,23.0,3.0
38106682,9.5,3.2,19.0
38108303,24.0,7.0,11.5
38108327,18.0,13.0,6.0
38112614,8.0,7.0,16.0
3814336960108,13.0,9.0,2.0
3814643460100,15.0,15.0,1.5
38206504,7.0,5.0,16.0
3830222100021,15.6,1.5,6.5
3830222100526,21.0,12.5,2.0
3830222100632,7.5,3.0,9.5
3830222101493,25.0,7.0,25.0
3830222103114,17.0,15.0,4.0
3830222602266,29.0,14.0,2.0
3830222602341,25.0,22.0,10.0
3830222602853,20.0,1.5,9.5
3830222603034,9.0,9.0,2.0
3830222801034,28.2,28.0,5.5
3830222902205,28.0,17.0,7.0
3830223000085,16.0,11.0,2.0
3830224002118,27.0,25.0,5.0
3830224002125,29.0,29.0,0.2
3830224002132,29.0,23.5,0.5
3830227001460,14.0,10.0,2.0
3830227001477,24.0,12.0,2.0
3830229100291,25.0,19.5,2.0
3830229300561,10.5,7.5,16.0
3830229401459,4.0,4.0,8.5
3830229600210,33.0,13.5,0.5
3830229600838,26.0,9.0,2.0
3830229601187,30.0,11.0,0.2
3830229601736,11.0,11.0,0.5
3830229700019,60.0,46.0,3.0
3835222100279,25.0,16.0,8.0
3835222100385,33.0,25.0,4.0
3835223100094,15.5,8.5,12.0
3835223101114,25.0,6.0,22.0
3836222150462,4.5,4.5,13.5
3837222160598,32.5,5.5,33.0
38400162,15.0,3.5,22.0
38400810,5.5,5.5,19.5
38401008,16.5,16.0,2.0
38401190,27.0,5.0,27.0
38403002,16.5,16.0,2.5
38405075,16.5,8.0,2.0
38411014,16.5,15.5,3.0
38411021,17.0,15.5,2.0
38411045,16.5,15.5,2.5
38418211,26.0,3.5,19.0
3842222236839,35.0,11.0,31.5
3842222237317,35.0,13.5,25.0
3842222238147,76.0,16.0,8.0
3842222238550,22.0,12.5,17.5
3842222240379,33.0,11.5,20.0
3842222240638,57.0,29.0,4.0
3842222240959,40.0,6.3,28.5
3842222240980,18.0,12.5,11.0
3842222241284,36.0,8.0,23.0
3842222241574,31.5,14.0,20.5
3842222241604,61.0,38.0,6.0
3842222241956,48.0,6.5,5.0
3842222242274,42.5,4.0,27.2
3842222243332,35.5,19.5,15.5
3842222243349,40.0,5.5,28.5
3842222244704,21.5,2.5,30.5
3842222244711,31.0,21.5,2.0
3842222244988,40.0,6.0,28.0
3842222245299,22.0,6.5,34.0
3842222245688,45.0,8.0,34.0
3842222246036,32.5,8.0,23.5
3842222246395,38.0,3.5,24.0
3842222246456,14.0,6.0,21.0
3842222248849,30.0,9.5,16.0
3842222249105,36.0,3.0,20.5
3842222249143,15.5,7.5,19.5
3842222249723,25.0,7.0,19.0
3842222251207,6.0,5.0,0.5
3842222251238,22.0,3.5,46.0
38424502,15.0,15.0,2.0
38432095,18.0,15.0,2.1
3843222213226,8.0,4.0,11.5
38450013,8.0,8.0,14.5
38462058,47.0,24.0,10.0
38466885,20.0,18.0,4.0
38468803,8.0,8.0,27.0
38470790,15.0,4.5,23.5
38482007,17.0,12.0,2.0
38511004,25.0,12.0,4.0
3853222223163,32.0,7.0,23.0
3853222223538,33.0,33.0,5.0
3855222225260,21.5,10.0,4.0
3856222226172,37.0,10.0,24.5
3856222226356,56.0,39.5,10.0
3858222228583,24.5,6.3,54.5
3858222228798,17.5,10.0,25.5
3859222231818,36.0,11.0,19.0
3870180322844,25.0,15.0,4.5
3870180327306,52.0,20.0,3.0
3870180327313,52.0,17.0,3.0
3870180327320,55.0,15.0,4.0
38707148,30.0,5.0,15.0
38800092,25.0,17.0,1.5
38800108,20.0,20.0,4.0
38805004,24.5,15.0,3.5
38806001,35.0,16.0,2.0
38811807,14.0,11.0,1.0
38814044,21.0,19.0,11.0
38814051,21.0,19.0,11.5
38814068,21.0,19.0,10.5
38820205,24.0,13.0,1.0
38820212,24.5,13.0,3.0
38820304,19.0,17.0,4.0
38824883,14.0,4.0,29.5
38831300,34.0,17.0,5.0
38835414,16.0,11.0,3.0
38840197,21.0,19.0,2.0
38855849,20.0,14.0,3.0
38855900,17.0,14.5,2.0
38863035,20.0,14.0,5.0
38880056,23.5,5.0,23.0
38880902,12.0,5.0,5.5
38881022,30.5,4.5,28.5
38888601,20.0,3.0,26.5
38888953,13.5,13.0,3.0
38889103,29.0,18.5,5.0
38900037,13.0,12.0,2.0
38900174,12.0,9.0,3.0
38900211,13.0,11.5,6.0
38900709,53.0,10.5,5.0
38900914,25.0,20.0,7.0
38900945,17.0,12.0,30.0
38901317,56.0,16.0,3.0
38901621,28.0,20.0,6.0
38902178,43.0,11.5,7.0
38902192,18.0,8.0,5.0
38903120,22.5,19.0,4.5
38903144,3.5,3.5,10.5
38903403,5.0,5.0,23.0
38904059,22.5,9.0,0.5
38904684,8.0,5.0,13.0
38905506,29.0,14.5,3.5
38908309,25.0,16.5,5.0
38909078,17.0,15.0,5.0
38909474,57.0,12.5,6.0
38909672,33.0,3.5,6.5
38909931,10.0,10.0,10.0
38910036,10.0,10.0,3.0
38910487,15.0,6.0,6.0
38910838,50.0,3.2,3.2
38915970,29.0,21.0,6.0
38916915,25.0,19.0,4.5
38917097,18.0,14.0,15.0
38918070,14.5,10.0,7.0
38919831,60.0,20.0,6.0
38920134,7.5,5.0,10.5
38920196,12.0,4.5,22.5
38921100,17.0,13.0,6.0
38923494,19.0,12.0,2.0
38928093,34.0,10.0,9.0
38929007,5.0,5.0,23.0
38930300,24.0,7.0,7.0
38938016,16.0,8.0,3.0
38939006,17.0,9.0,14.0
38951145,24.0,23.0,2.5
38951589,63.0,16.0,2.0
38951602,40.0,19.0,7.0
38952609,26.0,10.0,4.0
38955808,60.0,24.5,10.0
38961007,26.0,16.5,6.5
38966606,20.5,6.5,19.0
38981715,10.0,7.5,2.5
38983832,39.0,12.0,5.0
38984273,35.0,15.0,2.0
38986369,13.0,9.0,3.0
38988479,14.5,10.0,8.0
38988806,33.0,7.0,7.0
38990038,70.0,13.0,5.0
38992902,19.0,9.0,0.3
38997006,9.0,9.0,15.0
3955899411550,7.0,7.0,30.0
3973410006511,18.0,8.3,5.0
39897014548,33.0,8.0,22.0
39897715896,27.0,10.0,13.0
39897980386,16.0,10.0,4.5
3997543478618,40.0,9.0,3.0
4,4.0,4.0,6.0
400000093420,44.0,9.0,2.5
4000539280009,20.5,1.5,3.0
4000539361807,20.0,3.0,2.0
4000539363108,20.0,1.5,2.2
4003198782013,3.2,2.5,13.0
4004675044853,21.5,16.5,2.0
4004675079480,6.5,1.2,2.3
4004675135964,15.5,12.0,2.0
4004675796707,6.5,2.0,323.0
4004764022854,18.5,8.0,2.0
4004764498215,14.0,1.5,1.5
4004764958795,9.0,2.0,21.0
4004764958818,8.0,6.0,2.0
4004764971817,16.0,12.5,2.5
4005401218029,11.2,1.8,20.2
4005401218036,20.0,11.5,1.5
4005401218043,11.2,1.8,20.2
4005401546405,11.7,2.0,15.3
4005401671510,14.6,1.5,4.6
4006149201823,30.0,17.0,17.0
4006333003158,14.5,8.0,19.2
4006333023712,46.0,15.0,24.0
4006333040559,17.0,7.0,12.8
4006333045479,12.5,5.0,15.5
4006333049880,40.0,14.5,19.5
4006333049897,40.0,14.5,19.5
4006333050077,40.0,14.5,19.5
4006333050787,39.0,15.5,20.0
4006333051197,39.5,15.5,20.0
4006333053764,20.0,10.5,13.0
4006333054648,45.0,15.0,23.5
4006333058189,24.5,9.5,13.0
4006333058486,12.5,4.2,15.2
4006333058615,20.0,8.2,12.5
4006333059193,19.5,8.0,12.5
4006333059254,25.0,9.5,13.0
4006333059773,25.0,9.0,13.0
4006333059797,29.5,9.5,13.0
4006333060250,24.5,9.5,13.0
4006333060267,24.5,9.5,12.5
4006333062025,19.5,8.0,13.7
4006333062032,24.5,9.2,13.8
4006333062049,24.5,9.2,13.0
4006333062063,29.5,12.0,17.0
4006333062070,29.8,12.0,17.0
4006333066870,30.0,9.0,17.0
4006333068942,39.0,14.5,19.5
4006381184021,12.5,8.5,1.5
4006381292405,25.5,11.5,2.0
4006381311649,21.5,19.0,1.0
4006381316132,17.0,6.5,1.0
4006381327329,20.5,9.5,1.0
4006381333672,10.5,2.5,1.5
4006381360692,24.0,11.0,4.0
4006381363976,17.2,11.0,3.0
4006381398671,24.0,10.0,1.5
4006381401074,11.0,3.5,3.0
4006381401104,11.0,3.5,3.0
4006381401135,11.0,3.5,3.0
4006381401166,11.0,3.5,2.0
4006381438674,20.5,15.0,2.0
4006381444057,25.0,11.0,4.0
4006381455831,19.0,14.0,1.0
4006381480109,19.0,7.0,2.0
4006381480321,20.0,11.0,2.0
4006381483858,20.5,15.5,1.0
4006381492263,2.5,1.5,11.5
4006381492294,10.0,25.0,2.0
4006381492324,10.0,2.5,2.0
4006381492355,10.0,2.5,2.0
4006381492386,10.0,2.5,2.0
4006381492416,10.0,2.5,2.0
4006381492461,15.0,8.0,2.0
4006381492867,11.0,10.0,2.0
4006381493451,6.8,0.8,19.0
4006381493475,32.0,18.5,2.0
4006381507882,17.5,8.85,2.0
4006381514514,20.5,11.5,1.0
4006381514569,11.5,2.0,20.0
4006381514668,7.0,7.0,17.0
4006381517478,28.0,11.0,4.0
4006381518468,12.5,1.5,1.5
4006381518499,12.5,1.5,1.5
4006381518529,12.5,1.5,1.5
4006381527422,17.0,8.5,2.0
4006381530347,19.0,7.0,1.5
4006381530538,19.0,14.0,1.0
4006381543132,19.0,9.5,2.0
4006381546348,17.0,8.0,1.0
4006592005146,14.0,8.2,14.0
4006592016067,12.0,5.0,33.0
4006592017644,12.0,5.0,32.5
4006592019167,14.0,5.0,14.0
4006592019297,22.0,4.6,27.0
4006592021702,20.0,5.5,32.6
4006592023768,18.0,5.5,33.0
4006592029418,20.0,15.0,7.5
4006592029470,25.0,17.0,5.5
4006592029500,25.0,17.0,7.5
4006592031732,18.2,5.5,30.7
4006592031763,16.0,5.0,32.5
4006592032678,18.0,5.0,32.5
4006592036195,20.0,15.0,6.0
4006592036409,8.0,4.5,33.0
4006592039943,9.5,2.5,32.5
4006592040062,12.0,5.0,32.5
4006592041144,64.0,20.0,30.0
4006592053390,38.0,8.0,33.0
4006592053413,20.0,7.0,33.0
4006592053475,14.0,6.5,32.6
4006592053505,12.0,5.0,32.5
4006592053536,18.5,5.0,32.5
4006592053574,12.0,5.0,32.5
4006592053604,9.5,4.5,32.5
4006592053635,8.0,4.5,32.5
4006592054076,33.0,12.0,5.0
4006592054380,12.0,5.0,32.5
4006592055592,10.5,6.0,32.6
4006592055622,20.0,8.0,32.5
4006592416423,33.0,16.0,7.5
4006592420741,9.0,7.0,13.0
4006592503734,46.0,15.0,35.0
4006592504809,12.0,5.0,35.0
4006592509392,30.5,10.5,33.0
4006592541309,16.0,5.0,32.6
4006592560157,32.0,5.5,32.5
4006592563509,45.5,11.0,33.0
4006592563752,8.0,4.5,32.5
4006592573935,25.0,7.5,32.8
4006592590031,18.0,5.0,33.0
4006592591250,57.0,21.0,29.0
4007817042854,17.0,1.0,12.5
4007817042861,17.5,1.5,12.5
4007817051214,35.0,16.0,0.5
4007817104460,27.5,0.7,0.7
4007817134351,19.5,10.0,1.0
4007817136126,3.6,1.5,1.3
4007817186046,23.0,16.5,6.5
4007817221006,13.0,1.2,20.3
4007817331002,20.0,10.0,1.0
4007817337974,17.0,11.0,1.5
4007817435267,15.0,5.0,2.0
4007817804117,10.0,3.0,17.0
4007817804124,10.0,3.0,17.0
4007817960042,2.5,2.5,9.5
4009752001583,24.0,16.0,17.0
4009775404248,18.0,12.5,1.5
4009775409847,23.0,11.0,2.0
4009803038780,39.0,7.0,55.0
4009803038902,31.0,4.5,18.0
4009803039053,35.0,4.5,21.0
4009803039114,39.0,7.0,25.0
4009803039152,39.0,7.0,25.0
4009803039343,31.0,4.5,18.0
4009803039459,25.0,16.0,4.0
4009803039473,21.0,13.0,3.5
4009803039480,21.0,13.0,3.5
4009803039572,35.0,21.0,4.0
4009803039701,21.0,15.0,3.0
4009803039718,21.5,16.0,3.0
4009803039800,35.0,4.0,21.0
4009803039848,21.0,16.0,3.0
4009803039923,21.5,16.0,3.0
4009803040004,21.0,3.5,13.0
4009803040073,21.0,13.0,3.5
4009803040219,21.0,3.5,18.0
4009803040462,21.0,16.0,3.4
4009803040486,21.0,13.0,3.5
4009803041667,21.5,16.0,3.0
4009803041926,19.0,11.0,3.5
4009803042114,21.0,13.0,3.5
4009803042824,21.0,16.0,3.0
4009803042954,39.0,7.0,25.0
4009803043777,37.0,6.0,24.0
4009803047584,54.0,10.0,24.0
4009803047812,39.0,24.0,7.0
4009803048697,44.0,25.0,11.0
4009803048871,44.0,11.0,25.0
4009803048932,35.0,4.5,21.0
4009803052281,31.0,5.0,18.0
4009803054049,39.0,24.5,6.0
4009803886442,21.0,13.0,3.5
4009803889207,21.0,13.0,3.5
4010070281823,31.0,24.5,1.0
4010070289706,33.0,25.0,0.4
4010070314248,23.0,7.0,4.5
4010070323462,4.5,4.0,7.5
4010070324186,17.0,12.5,0.3
4010070325947,16.0,11.5,0.4
4010070332853,22.0,20.0,1.0
4010070333751,15.0,6.5,0.5
4010070336516,33.0,30.0,1.0
4010070336578,6.0,1.8,8.5
4010070336974,27.0,21.5,0.7
4010070348441,28.0,21.0,1.5
4010070348465,19.0,13.5,1.5
4010070349127,24.5,20.0,1.5
4010070350468,28.0,28.0,1.5
4010070350765,29.0,20.5,2.0
4010070354466,16.5,10.5,1.0
4010070354503,26.0,21.0,1.8
4010070354510,26.5,21.0,2.0
4010070355746,4.5,2.5,11.5
4010070359621,10.0,1.0,18.0
4010070365394,21.0,16.0,0.3
4010070365431,16.0,6.0,1.0
4010070367602,19.0,1.2,18.5
4010070367701,24.0,17.0,1.2
4010070378714,17.0,12.0,0.4
4010070378752,20.0,15.5,0.3
4010070387679,24.0,19.4,1.0
4010070388164,11.5,1.5,1.5
4010070388232,4.5,1.5,27.0
4010070389178,21.5,14.3,0.2
4010070389789,18.0,17.5,1.0
4010070389925,5.0,4.0,4.0
4010070390235,17.0,12.5,0.5
4010070391966,19.0,17.0,1.0
4010070392383,21.5,17.0,0.5
4010070392673,33.0,25.0,0.4
4010070393885,21.5,16.5,2.0
4010070394080,29.0,25.0,1.0
4010070395209,25.0,23.0,0.4
4010070396343,24.0,22.0,2.0
4010070396411,18.5,13.0,1.0
4010070398590,16.0,15.5,1.0
4010070399948,18.5,17.5,1.0
4010070400897,22.0,21.0,1.6
4010070401290,17.0,12.5,1.0
4010070401955,11.0,8.0,8.0
4010070406820,6.0,1.1,16.4
4010070406844,20.5,2.5,1.5
